# ieee-oui.txt -- Ethernet vendor OUI file for arp-scan
#
# This file contains the Ethernet vendor OUIs for arp-scan.  These are used
# to determine the vendor for a give Ethernet interface given the MAC address.
#
# Each line of this file contains an OUI-vendor mapping in the form:
#
# <OUI><TAB><Vendor>
#
# Where <OUI> is the first three bytes of the MAC address in hex, and <Vendor>
# is the name of the vendor.
#
# Blank lines and lines beginning with "#" are ignored.
#
# This file was automatically generated by get-oui at 2017-03-03 14:08:26
# using data from http://linuxnet.ca/ieee/oui.txt
#
# Do not edit this file.  If you want to add additional MAC-Vendor mappings,
# edit the file mac-vendor.txt instead.
#
E043DB	Shenzhen ViewAt Technology Co. Ltd
3C5EC3	Cisco Systems Inc.
64F69D	Cisco Systems Inc.
74A2E6	Cisco Systems Inc.
204C9E	Cisco Systems Inc.
00112F	ASUSTek Computer Inc.
0011D8	ASUSTek Computer Inc.
001731	ASUSTek Computer Inc.
0018F3	ASUSTek Computer Inc.
485B39	ASUSTek Computer Inc.
F46D04	ASUSTek Computer Inc.
3085A9	ASUSTek Computer Inc.
00900C	Cisco Systems Inc.
001079	Cisco Systems Inc.
00102F	Cisco Systems Inc.
000E08	Cisco-Linksys LLC
00602F	Cisco Systems Inc.
006070	Cisco Systems Inc.
006083	Cisco Systems Inc.
00067C	Cisco Systems Inc.
C8D719	Cisco-Linksys LLC
CC08E0	Apple
5855CA	Apple
8C7B9D	Apple
88C663	Apple
C82A14	Apple
9803D8	Apple
8C5877	Apple
3451C9	Apple
E0B9BA	Apple
D023DB	Apple
B88D12	Apple
B817C2	Apple
68A86D	Apple
78A3E4	Apple
54781A	Cisco Systems Inc.
58971E	Cisco Systems Inc.
CCD539	Cisco Systems Inc.
20BBC0	Cisco Systems Inc.
4C4E35	Cisco Systems Inc.
7CAD74	Cisco Systems Inc.
10F311	Cisco Systems Inc.
08CC68	Cisco Systems Inc.
D0C789	Cisco Systems Inc.
F84F57	Cisco Systems Inc.
34DBFD	Cisco Systems Inc.
5CA48A	Cisco Systems Inc.
AC7A4D	Alps Electric Co. Ltd
FC62B9	Alps Electric Co. Ltd
0010A6	Cisco Systems Inc.
E86549	Cisco Systems Inc.
84B517	Cisco Systems Inc.
046273	Cisco Systems Inc.
9C57AD	Cisco Systems Inc.
00223A	Cisco SPVTG
001839	Cisco-Linksys LLC
001EE5	Cisco-Linksys LLC
38C85C	Cisco SPVTG
F45FD4	Cisco SPVTG
002306	Alps Electric Co. Ltd
001E3D	Alps Electric Co. Ltd
0019C1	Alps Electric Co. Ltd
BC926B	Apple
0050E4	Apple
003065	Apple
000A27	Apple
001451	Apple
0019E3	Apple
002312	Apple
002332	Apple
002436	Apple
00254B	Apple
0026BB	Apple
E80688	Apple
985AEB	Apple
2078F0	Apple
78D75F	Apple
E0ACCB	Apple
98E0D9	Apple
C0CECD	Apple
70E72C	Apple
D03311	Apple
847D50	Holley Metering Limited
6C4A39	Bita
C8B5B7	Apple
A8BBCF	Apple
90B21F	Apple
B8E856	Apple
1499E2	Apple
04214C	Insight Energy Ventures LLC
B418D1	Apple
80006E	Apple
60D9C7	Apple
C8F650	Apple
1C1AC0	Apple
E06678	Apple
5C8D4E	Apple
64A3CB	Apple
44FB42	Apple
F41BA1	Apple
3CE072	Apple
E88D28	Apple
CC785F	Apple
AC3C0B	Apple
88CB87	Apple
EC3586	Apple
F0C1F1	Apple
F4F951	Apple
18AF8F	Apple
C0F2FB	Apple
00F76F	Apple
AC87A3	Apple
48437C	Apple
34A395	Apple
9CF387	Apple
A85B78	Apple
908D6C	Apple
0C1539	Apple
BC4CC4	Apple
0CBC9F	Apple
A45E60	Apple
680927	Apple
60FACD	Apple
1CABA7	Apple
8CFABA	Apple
5C95AE	Apple
E0C97A	Apple
BC52B7	Apple
14109F	Apple
542696	Apple
D8D1CB	Apple
4C8ECC	Silkan SA
98F428	zte Corporation
7C5A67	JNC Systems, Inc.
C4BBEA	Pakedge Device and Software Inc
84100D	Motorola Mobility LLC, a Lenovo Company
D88B4C	KingTing Tech.
6C9354	Yaojin Technology (Shenzhen) Co. Ltd
4054E4	Wearsafe Labs Inc
8CE2DA	Circle Media Inc
74D7CA	Panasonic Corporation Automotive
1CCDE5	Shanghai Wind Technologies Co. Ltd
20896F	Fiberhome Telecommunication Technologies Co. Ltd
D494E8	Huawei Technologies Co. Ltd
B078F0	Beijing HuaqinWorld Technology Co. Ltd
3029BE	Shanghai MRDcom Co. Ltd
7011AE	Music Life Ltd
ECB870	Beijing Heweinet Technology Co. Ltd
3095E3	Shanghai Simcom Limited
401B5F	Weifang GoerTek Electronics Co. Ltd
4040A7	Sony Mobile Communications AB
54BE53	zte Corporation
A01E0B	MINIX Technology Limited
D48304	Shenzhen Fast Technologies Co. Ltd
385F66	Cisco SPVTG
544E90	Apple
58FC73	Arria Live Media, Inc.
2C1BC8	Hunan Topview Network System Co. Ltd
5CADCF	Apple
006D52	Apple
D888CE	RF Technology Pty Ltd
D4F4BE	Palo Alto Networks
B88687	Liteon Technology Corporation
68F956	Objetivos y Servicio de Valor A?adido
58B633	Ruckus Wireless
F4E926	Tianjin Zanpu Technology Inc.
04C23E	HTC Corporation
2CFCE4	CTEK Sweden AB
C0B713	Beijing Xiaoyuer Technology Co. Ltd
DCA3AC	RBcloudtech
44656A	Mega Video Electronic(HK) Industry Co. Ltd
0C9160	Hui Zhou Gaoshengda Technology Co. Ltd
ECA9FA	Guangdong Genius Technology Co. Ltd
300C23	zte Corporation
445F8C	Intercel Group Limited
A48D3B	Vizio, Inc
0C756C	Anaren Microwave, Inc.
5C5188	Motorola Mobility LLC, a Lenovo Company
689AB7	Atelier Vision Corporation
640DE6	Petra Systems
283713	Shenzhen 3Nod Digital Technology Co. Ltd
7CAB25	Mesmo Technology Inc.
74042B	Lenovo Mobile Communication (Wuhan) Company Limited
4455B1	Huawei Technologies Co. Ltd
A45602	fenglian Technology Co. Ltd
D06A1F	BSE Co. Ltd
A88038	ShenZhen MovingComm Technology Co., Limited
805067	W & D Technology Corporation
402814	RFI Engineering
102C83	Ximea
D468BA	Shenzhen Sundray Technologies Company Limited
A47B85	ULTIMEDIA Co Ltd,
CC37AB	Edgecore Networks Corportation
F80D60	Canon Inc.
E02CB2	Lenovo Mobile Communication (Wuhan) Company Limited
DC15DB	Ge Ruili Intelligent Technology ( Beijing ) Co. Ltd
30F335	Huawei Technologies Co. Ltd
E89120	Motorola Mobility LLC, a Lenovo Company
546172	Zodiac Aerospace SAS
54CD10	Panasonic Mobile Communications Co. Ltd
A4A1E4	Innotube, Inc.
706879	Saijo Denki International Co. Ltd
343D98	JinQianMao Technology Co. Ltd
5804CB	Tianjin Huisun Technology Co. Ltd
1CB72C	ASUSTek Computer Inc.
40B837	Sony Mobile Communications AB
287610	IgniteNet
68A378	Freebox SAS
746A3A	Aperi Corporation
1844E6	zte Corporation
A8D409	USA 111 Inc
3089D3	Hongkong Ucloudlink Network Technology Limited
4CB76D	Novi Security
906CAC	Fortinet, Inc.
00323A	so-logic
64DB81	Syszone Co. Ltd
C4BAA3	Beijing Winicssec Technologies Co. Ltd
A013CB	Fiberhome Telecommunication Technologies Co. Ltd
20635F	Abeeway
E00370	ShenZhen Continental Wireless Technology Co. Ltd
709C8F	Nero AG
807459	K's Co. Ltd
CC9635	LVS Co. Ltd
700136	FATEK Automation Corporation
E03560	Challenger Supply Holdings, LLC
0CB5DE	Alcatel Lucent
E4CE70	Health & Life Co. Ltd
EC5A86	Yulong Computer Telecommunication Scientific (Shenzhen) Co. Ltd
F87AEF	Rosonix Technology, Inc.
C43ABE	Sony Mobile Communications AB
18B169	Sonicwall
D4684D	Ruckus Wireless
1CC72D	Shenzhen Huapu Digital Co. Ltd
38D82F	zte Corporation
C8D779	Qingdao Haier Telecom Co. Ltd
2CA2B4	Fortify Technologies, LLC
D87495	zte Corporation
8C873B	Leica Camera AG
28E476	Pi-Coral
9C685B	Octonion SA
ACABBF	AthenTek Inc.
5C41E7	Wiatec International Ltd
DC0914	Talk-A-Phone Co.
142971	Nemoa Electronics (HK) Co. Ltd
B47356	Hangzhou Treebear Networking Co. Ltd
D88D5C	Elentec
50ADD5	Dynalec Corporation
28D98A	Hangzhou Konke Technology Co. Ltd
BC4DFB	Hitron Technologies. Inc
40EACE	Founder Broadband Network Service Co. Ltd
10C67E	Shenzhen Juchin Technology Co. Ltd
3C4937	ASSMANN Electronic GmbH
904506	Tokyo Boeki Medisys Inc.
80A85D	Osterhout Design Group
9C6C15	Microsoft Corporation
EC74BA	Hirschmann Automation and Control GmbH
683C7D	Magic Intelligence Technology Limited
60128B	Canon Inc.
ECBAFE	Giroptic
E8447E	Bitdefender SRL
84C3E8	Vaillant GmbH
B88EC6	Stateless Networks
146B72	Shenzhen Fortune Ship Technology Co. Ltd
40A5EF	Shenzhen Four Seas Global Link Network Technology Co. Ltd
7C7A53	Phytrex Technology Corp.
4886E8	Microsoft Corporation
88E161	Art Beijing Science and Technology Development Co. Ltd
B4A9FE	GHIA Technology (Shenzhen) Ltd
700FC7	Shenzhen Ikinloop Technology Co. Ltd
EC8009	NovaSparks
64002D	Powerlinq Co. Ltd
101218	Korins Inc.
B04515	mira fitness,LLC.
307512	Sony Mobile Communications AB
A49D49	Ketra, Inc.
C09879	Acer Inc.
1C9ECB	Beijing Nari Smartchip Microelectronics Company Limited
D48DD9	Meld Technology, Inc
2C3796	Cybo Co. Ltd
9470D2	Winfirm Technology
2C2997	Microsoft Corporation
4CE2F1	sclak srl
344DEA	zte Corporation
908C09	Total Phase
1C7E51	3bumen.com
380E7B	V.P.S. Thai Co. Ltd
38F33F	Tatsuno Corporation
28A5EE	Shenzhen SDGI CATV Co. Ltd
94CE31	CTS Limited
4CBB58	Chicony Electronics Co. Ltd
C40006	Lipi Data Systems Ltd
789CE7	Shenzhen Aikede Technology Co. Ltd
5C2ED2	ABC(XiSheng) Electronics Co. Ltd
D8F710	Libre Wireless Technologies Inc.
68F728	LCFC(HeFei) Electronics Technology Co. Ltd
DCEC06	Heimi Network Technology Co. Ltd
8870EF	SC Professional Trading Co. Ltd
102F6B	Microsoft Corporation
ACB74F	METEL s.r.o.
CCF538	3isysnetworks
04DEDB	Rockport Networks Inc
68F06D	Along Industrial Co., Limited
54F876	ABB AG
84930C	Incoax Networks Europe AB
D47B35	NEO Monitors AS
D8FB11	Axacore
C8D019	Shanghai Tigercel Communication Technology Co. Ltd
18A958	Provision Thai Co. Ltd
D8DECE	Isung Co. Ltd
2053CA	Risk Technology Ltd
142BD6	Guangdong Appscomm Co. Ltd
B025AA	Private
408256	Continental Automotive GmbH
D866EE	Boxin Communication Co. Ltd
3C189F	Nokia Corporation
2829CC	Corsa Technology Incorporated
FC790B	Hitachi High Technologies America, Inc.
28E6E9	SIS Sat Internet Services GmbH
BC4E5D	ZhongMiao Technology Co. Ltd
08F728	GLOBO Multimedia Sp. z o.o. Sp.k.
70720D	Lenovo Mobile Communication Technology Ltd
8401A7	Greyware Automation Products, Inc
C4C9EC	Gugaoo   HK Limited
F406A5	Hangzhou Bianfeng Networking Technology Co. Ltd
4C3909	HPL Electric & Power Private Limited
7CFE4E	Shenzhen Safe vision Technology Co. Ltd
54EF92	Shenzhen Elink Technology Co. Ltd
800E24	ForgetBox
FCE186	A3M Co. Ltd
CCB691	NECMagnusCommunications
40167E	ASUSTek Computer Inc.
C89F1D	Shenzhen Communication Technologies Co. Ltd
983713	PT.Navicom Indonesia
ACA919	TrekStor GmbH
84850A	Hella Sonnen- und Wetterschutztechnik GmbH
183009	Woojin Industrial Systems Co. Ltd
6081F9	Helium Systems, Inc
34C5D0	Hagleitner Hygiene International GmbH
74DBD1	Ebay Inc
3431C4	AVM GmbH
DC537C	Compal Broadband Networks, Inc.
A00627	NEXPA System
303335	Boosty
18D5B6	SMG Holdings LLC
C8FF77	Dyson Limited
DCF110	Nokia Corporation
54DF00	Ulterius Technologies, LLC
E01D38	Beijing HuaqinWorld Technology Co. Ltd
D80CCF	C.G.V. S.A.S.
143DF2	Beijing Shidai Hongyuan Network Communication Co. Ltd
B0D59D	Shenzhen Zowee Technology Co. Ltd
C4913A	Shenzhen Sanland Electronic Co. Ltd
A46032	MRV Communications (Networks) Ltd
205A00	Coval
0C2026	noax Technologies AG
880FB6	Jabil Circuits India Pvt Ltd,-EHTP unit
C4626B	ZPT Vigantice
74F85D	Berkeley Nucleonics Corp
48EE07	Silver Palm Technologies LLC
9CFBF1	MESOMATIC GmbH & Co.KG
94C014	Sorter Sp. j. Konrad Grzeszczyk MichaA, Ziomek
1027BE	Tvip
2087AC	AES motomation
A824EB	ZAO NPO Introtest
447E76	Trek Technology (S) Pte Ltd
E8FC60	ELCOM Innovations Private Limited
1CFCBB	Realfiction ApS
B0EC8F	GMX SAS
C40E45	ACK Networks,Inc.
5C254C	Avire Global Pte Ltd
7C1A03	8Locations Co. Ltd
481842	Shanghai Winaas Co. Equipment Co. Ltd
E817FC	NIFTY Corporation
D09C30	Foster Electric Company, Limited
78FEE2	Shanghai Diveo Technology Co. Ltd
386C9B	Ivy Biomedical
E44C6C	Shenzhen Guo Wei Electronic Co,. Ltd
008B43	Rftech
2C957F	zte Corporation
242642	Sharp Corporation.
282246	Beijing Sinoix Communication Co. Ltd
FC1607	Taian Technology(Wuxi) Co. Ltd
CC89FD	Nokia Corporation
E86183	Black Diamond Advanced Technology, LLC
C4824E	Changzhou Uchip Electronics Co. Ltd
24A87D	Panasonic Automotive Systems Asia Pacific(Thailand)Co. Ltd
78EC74	Kyland-USA
28C825	DellKing Industrial Co. Ltd
64E892	Morio Denki Co. Ltd
086DF2	Shenzhen MIMOWAVE Technology Co. Ltd
48D0CF	Universal Electronics, Inc.
DCC793	Nokia Corporation
E03F49	ASUSTek Computer Inc.
D8EE78	Moog Protokraft
F4B6E5	TerraSem Co. Ltd
28BB59	RNET Technologies, Inc.
7C8D91	Shanghai Hongzhuo Information Technology Co. Ltd
A881F1	Bmeye B.V.
241148	Entropix, LLC
30B5C2	TP-Link Technologies Co. Ltd
F85C45	IC Nexus Co. Ltd
04DB8A	Suntech International Ltd
083F76	Intellian Technologies, Inc.
D0634D	Meiko Maschinenbau GmbH & Co. KG
889CA6	BTB Korea Inc
B0DA00	Cera Electronique
447098	Ming Hong Technology (Shen Zhen) Limited
00EEBD	HTC Corporation
48B5A7	Glory Horse Industries Ltd
DC5E36	Paterson Technology
50E0C7	TurControlSystme AG
9CD643	D-Link International
28FC51	The Electric Controller and Manufacturing Co., LLC
34A5E1	Sensorist ApS
A4E9A3	Honest Technology Co. Ltd
C4E92F	AB Sciex
9C216A	TP-Link Technologies Co. Ltd
F862AA	xn Systems
A4059E	STA Infinity LLP
6C15F9	Nautronix Limited
680AD7	Yancheng Kecheng Optoelectronic Technology Co. Ltd
BC8893	VILLBAU Ltd
643F5F	Exablaze
E8F226	Millson Custom Solutions Inc.
7060DE	LaVision GmbH
FCFE77	Hitachi Reftechno, Inc.
70533F	Alfa Instrumentos Eletronicos Ltda.
448A5B	Micro-Star International
68193F	Digital Airways
5CD61F	Qardio, Inc
902083	General Engine Management Systems Ltd
14B126	Industrial Software Co
C03580	A&R Tech
1446E4	Avistel
907990	Benchmark Electronics Romania SRL
C49380	Speedytel technology
B4A82B	Histar Digital Electronics Co. Ltd
60A9B0	Merchandising Technologies, Inc
007DFA	Volkswagen Group Of America
6024C1	Jiangsu Zhongxun Electronic Technology Co. Ltd
6C5AB5	TCL Technoly Electronics (Huizhou) Co. Ltd
88789C	Game Technologies SA
18AA45	Fon Technology
549359	Shenzhen Twowing Technologies Co. Ltd
284430	GenesisTechnical Systems (UK) Ltd
9843DA	Intertech
B07908	Cummings Engineering
04CB1D	Traka plc
B87AC9	Siemens Ltd
B0989F	LG CNS
3C300C	Dewar Electronics Pty Ltd
78B5D2	Ever Treasure Industrial Limited
A409CB	Alfred Kaercher GmbH & Co KG
C445EC	Shanghai Yali Electron Co. Ltd
E8611F	Dawning Information Industry Co. Ltd
0CA694	Sunitec Enterprise Co. Ltd
146080	zte Corporation
986CF5	zte Corporation
78491D	The Will-Burt Company
74D435	Giga-Byte Technology Co. Ltd
840F45	Shanghai GMT Digital Technologies Co. Ltd
D8270C	MaxTronic International Co. Ltd
E80410	Private
8C088B	Remote Solution
A47760	Nokia Corporation
24A495	Thales Canada Inc.
883612	SRC Computers, LLC
E0A198	NOJA Power Switchgear Pty Ltd
CC7B35	zte Corporation
04D437	ZNV
CCF407	Eukrea Electromatique Sarl
BC2BD7	Revogi Innovation Co. Ltd
24ECD6	CSG Science & Technology Co. LtdHefei
102279	ZeroDesktop, Inc.
CC4AE1	fourtec -Fourier Technologies
A4895B	ARK Infosolutions PVT Ltd
38EC11	Novatek Microelectronics Corp.
A8CCC5	Saab AB (Publ)
988E4A	Noxus(Beijing) Technology Co. Ltd
1C4158	Gemalto M2M GmbH
541B5D	Techno-Innov
78CB33	DHC Software Co. Ltd
507691	Tekpea, Inc.
C421C8	KYOCERA Corporation
A4C0C7	ShenZhen Hitom Communication Technology Co..Ltd
EC2257	JiangSu NanJing University Electronic Information Technology Co. Ltd
341A4C	Shenzhen Weibu Electronics Co. Ltd
A09BBD	Total Aviation Solutions Pty Ltd
E8481F	Advanced Automotive Antennas
18D6CF	Kurth Electronic GmbH
E07F88	EVIDENCE Network SIA
1C7CC7	Coriant GmbH
542CEA	Protectron
00C5DB	Datatech Sistemas Digitales Avanzados SL
109AB9	Tosibox Oy
F842FB	Yasuda Joho Co. Ltd
887398	K2E Tekpoint
68EE96	Cisco SPVTG
FC6018	Zhejiang Kangtai Electric Co. Ltd
303EAD	Sonavox Canada Inc
444A65	Silverflare Ltd
50A0BF	Alba Fiber Systems Inc.
3C977E	IPS Technology Limited
F02405	OPUS High Technology Corporation
D8B04C	Jinan USR IOT Technology Co. Ltd
646EEA	Iskratel d.o.o.
043D98	ChongQing QingJia Electronics Co. Ltd
E8BB3D	Sino Prime-Tech Limited
98CDB4	Virident Systems, Inc.
54E3B0	JVL Industri Elektronik
640B4A	Digital Telecom Technology Limited
F42012	Cuciniale GmbH
4C21D0	Sony Mobile Communications AB
18104E	Cedint-UPM
2C7B84	OOO Petr Telegin
540536	Vivago Oy
2CE6CC	Ruckus Wireless
E0FAEC	Platan sp. z o.o. sp. k.
F08EDB	VeloCloud Networks
B8DC87	IAI Corporation
7C6FF8	ShenZhen ACTO Digital Video Technology Co. Ltd
8C4B59	3D Imaging & Simulations Corp
A4FB8D	Hangzhou Dunchong Technology Co.Ltd
0075E1	Ampt, LLC
CC04B4	Select Comfort
284FCE	Liaoning Wontel Science and Technology Development Co. Ltd
0CC81F	Summer Infant, Inc.
D86960	Steinsvik
442AFF	E3 Technology, Inc.
0C9301	PT. Prasimax Inovasi Teknologi
60699B	isepos GmbH
B830A8	Road-Track Telematics Development
542160	Resolution Products
88462A	Telechips Inc.
A897DC	IBM
E8DE27	TP-Link Technologies Co. Ltd
FC229C	Han Kyung I Net Co. Ltd
148692	TP-Link Technologies Co. Ltd
1832A2	Laon Technology Co. Ltd
985C93	SBG Systems SAS
64E599	EFM Networks
F499AC	WEBER Schraubautomaten GmbH
8CC7D0	zhejiang ebang Communication Co. Ltd
70820E	as electronics GmbH
DC2BCA	Zera GmbH
508D6F	CHAHOO Limited
68831A	Pandora Mobility Corporation
D4223F	Lenovo Mobile Communication Technology Ltd
0868D0	Japan System Design
103DEA	HFC Technology (Beijing) Ltd Co.
2C7B5A	Milper Ltd
185AE8	Zenotech.Co. Ltd
E0AEED	Loenk
D4EE07	HIWIFI Co. Ltd
908260	IEEE 1904.1 Working Group
FCAD0F	QTS Networks
984C04	Zhangzhou Keneng Electrical Equipment Co Ltd
CC047C	G-WAY Microwave
44F849	Union Pacific Railroad
1CFA68	TP-Link Technologies Co. Ltd
D0BE2C	CNSLink Co. Ltd
281878	Microsoft Corporation
E457A8	Stuart Manufacturing, Inc.
2481AA	KSH International Co. Ltd
789966	Musilab Electronics (DongGuan)Co. Ltd
EC2C49	University Of Tokyo
CC5D57	Information  System Research Institute,Inc.
1C37BF	Cloudium Systems Ltd
249504	SFR
308999	Guangdong East Power Co.,
D4A499	InView Technology Corporation
AC4122	Eclipse Electronic Systems Inc.
A073FC	Rancore Technologies Private Limited
846223	Shenzhen Coship Electronics Co. Ltd
A4E991	Sistemas Audiovisuales Itelsis S.L.
84F493	OMS spol. s.r.o.
386793	Asia Optical Co., Inc.
BCD177	TP-Link Technologies Co. Ltd
C8B373	Cisco-Linksys LLC
983071	Daikyung Vascom
0C0400	Jantar d.o.o.
C04301	Epec Oy
687CD5	Y Soft Corporation, a.s.
E07C62	Whistle Labs, Inc.
FC4499	Swarco LEA d.o.o.
0C8484	Zenovia Electronics Inc.
5CF370	CC&C Technologies, Inc
A01C05	Nimax Telecom Co. Ltd
F80DEA	ZyCast Technology Inc.
1800DB	Fitbit Inc.
50A715	Aboundi, Inc.
FC35E6	Visteon Corp
D866C6	Shenzhen Daystar Technology Co. Ltd
1836FC	Elecsys International Corporation
F48139	Canon Inc.
D40BB9	Solid Semecs bv.
748E08	Bestek Corp.
B8C855	Shanghai GBCOM Communication Technology Co. Ltd
C47DFE	A.N. Solutions GmbH
E031D0	SZ Telstar Co. Ltd
70C6AC	Bosch Automotive Aftermarket
2C69BA	RF Controls, LLC
DC5726	Power-One
2C245F	Babolat VS
D464F7	Chengdu Usee Digital Technology Co. Ltd
A47ACF	Vibicom Communications Inc.
CC3C3F	SA.S.S. Datentechnik AG
905692	Autotalks Ltd
0C2AE7	Beijing General Research Institute Of Mining and Metallurgy
DCD52A	Sunny Heart Limited
C4C755	Beijing HuaqinWorld Technology Co. Ltd
9C79AC	Suntec Software(Shanghai) Co. Ltd
F8DFA8	zte Corporation
ACA430	Peerless AV
B4AB2C	MtM Technology Corporation
74372F	Tongfang Shenzhen Cloudcomputing Technology Co. Ltd
BC51FE	Swann Communications Pty Ltd
D40FB2	Applied Micro Electronics AME bv
74FE48	Advantech Co. Ltd
D0B498	Robert Bosch LLC Automotive Electronics
80B95C	ELFTECH Co. Ltd
E85AA7	LLC Emzior
242FFA	Toshiba Global Commerce Solutions
A0BAB8	Pixon Imaging
9CE1D6	Junger Audio-Studiotechnik GmbH
E4E409	Leifheit AG
004D32	Andon Health Co. Ltd
C46DF1	DataGravity
28D244	LCFC(HeFei) Electronics Technology Co. Ltd
ACE87E	Bytemark Computer Consulting Ltd
60CDC5	Taiwan Carol Electronics. Ltd
60C5A8	Beijing LT Honway Technology Co. Ltd
B4DF3B	Chromlech
A46E79	DFT System Co.Ltd
94DE80	Giga-Byte Technology Co. Ltd
C88A83	Dongguan HuaHong Electronics Co. Ltd
0CC655	Wuxi YSTen Technology Co. Ltd
D410CF	Huanshun Network Science and Technology Co. Ltd
B80415	Bayan Audio
84C8B1	Incognito Software Systems Inc.
645A04	Chicony Electronics Co. Ltd
5C89D4	Beijing Banner Electric Co. Ltd
984CD3	Mantis Deposition
8C4CDC	Planex Communications Inc.
D063B4	SolidRun Ltd
2C3BFD	Netstor Technology Co. Ltd
F073AE	PEAK-System Technik
684CA8	Shenzhen Herotel Tech. Co. Ltd
F4472A	Nanjing Rousing Sci. and Tech. Industrial Co. Ltd
185253	Pixord Corporation
FCA9B0	Miartech (Shanghai),Inc.
80D733	QSR Automations, Inc.
8C3330	EmFirst Co. Ltd
8C0C90	Ruckus Wireless
08E5DA	Nanjing Fujitsu Computer Products Co. Ltd
5884E4	IP500 Alliance e.V.
04E9E5	Pjrc.com, LLC
703811	Invensys Rail
ACE64B	Shenzhen Baojia Battery Technology Co. Ltd
303294	W-IE-NE-R Plein & Baus GmbH
EC473C	Redwire, LLC
5481AD	Eagle Research Corporation
7C822D	Nortec
745FAE	TSL PPL
8462A6	EuroCB (Phils), Inc.
80FA5B	Clevo Co.
E4F365	Time-O-Matic, Inc.
18550F	Cisco SPVTG
1C9179	Integrated System Technologies Ltd
38F597	home2net GmbH
386645	OOSIC Technology Co. Ltd
D0DFB2	Genie Networks Limited
808B5C	Shenzhen Runhuicheng Technology Co. Ltd
04586F	Sichuan Whayer Information Industry Co. Ltd
449B78	The Now Factory
D052A8	Physical Graph Corporation
34F62D	Sharp Corporation
C4EBE3	Rrcn SAS
4C1A95	Novakon Co. Ltd
C04A00	TP-Link Technologies Co. Ltd
9C3178	Foshan Huadian Intelligent Communications Teachnologies Co. Ltd
48BE2D	Symanitron
38E595	Shenzhen Gongjin Electronics Co. Ltd
B86091	Onnet Technologies and Innovations LLC
201A06	Compal Information (Kunshan) Co. Ltd
D4CA6E	u-blox AG
C011A6	Fort-Telecom Ltd
B8DAF1	Strahlenschutz- Entwicklungs- und Ausruestungsgesellschaft mbH
1C11E1	Wartsila Finland Oy
50465D	ASUSTek Computer Inc.
74BFA1	Hyunteck
F8AA8A	Axview Technology (Shenzhen) Co. Ltd
5894CF	Vertex Standard LMR, Inc.
2C5AA3	Promate Electronic Co.Ltd
B4009C	CableWorld Ltd
803FD6	bytes at work AG
645FFF	Nicolet Neuro
2829D9	GlobalBeiMing technology (Beijing)Co. Ltd
189A67	CSE-Servelec Limited
38A5B6	Shenzhen Megmeet Electrical Co. Ltd
E43FA2	Wuxi DSP Technologies Inc.
00FD4C	Nevatec
6045BD	Microsoft Corporation
9C54CA	Zhengzhou VCOM Science and Technology Co. Ltd
388AB7	ITC Networks
BCC23A	Thomson Video Networks
00BF15	Genetec Inc.
20F85E	Delta Electronics
68CE4E	L-3 Communications Infrared Products
68B6FC	Hitron Technologies. Inc
7C160D	Saia-Burgess Controls AG
A4D18F	Shenzhen Skyee Optical Fiber Communication Technology Ltd
0C565C	HyBroad Vision (Hong Kong) Technology Co Ltd
647C34	Ubee Interactive Corp.
649FF7	Kone Oyj
4C068A	Basler Electric Company
E0A30F	Pevco
5C1737	I-View Now, LLC.
049C62	BMT Medical Technology s.r.o.
C4BA99	I+ME Actia Informatik und Mikro-Elektronik GmbH
0C2A69	electric imp, Incorporated
BC811F	Ingate Systems
34E0CF	zte Corporation
6C40C6	Nimbus Data Systems, Inc.
503F56	Syncmold Enterprise Corp
D04CC1	SINTRONES Technology Corp.
DC9FA4	Nokia Corporation
44C39B	OOO Rubezh NPO
58C232	NEC Corporation
D8C691	Hichan Technology Corp.
7C02BC	Hansung Electronics Co. Ltd
1848D8	Fastback Networks
702393	fos4X GmbH
D8AFF1	Panasonic Appliances Company
58ECE1	Newport Corporation
14358B	Mediabridge Products, LLC.
34996F	VPI Engineering
241064	Shenzhen Ecsino Tecnical Co. Ltd
10D1DC	INSTAR Deutschland GmbH
D8160A	Nippon Electro-Sensory Devices
F45433	Rockwell Automation
EC9327	MEMMERT GmbH + Co. KG
1C43EC	Japan Circuit Co. Ltd
BC28D6	Rowley Associates Limited
F05F5A	Getriebebau NORD GmbH and Co. KG
009569	LSD Science and Technology Co. Ltd
34C803	Nokia Corporation
5011EB	SilverNet Ltd
5CD41B	UCZOON Technology Co. Ltd
783CE3	Kai-EE
0868EA	Eito Electronics Co. Ltd
5C4A26	Enguity Technology Corp
289EDF	Danfoss Turbocor Compressors, Inc
50053D	CyWee Group Ltd
4C64D9	Guangdong Leawin Group Co. Ltd
7CB03E	OSRAM GmbH
14B1C8	InfiniWing, Inc.
C0493D	Maitrise Technologique
34A7BA	Fischer International Systems Corporation
ACD364	ABB SPA, ABB Sace Div.
38F8B7	V2COM Participacoes S.A.
B48255	Research Products Corporation
2C750F	Shanghai Dongzhou-Lawton Communication Technology Co. Ltd
